Sample_ID,Landcover,Hill_side,Lat_ID,Long_ID,SOC_Perc,TN(%),AP(mg_kg),CN_Ratio,CAP_Ratio,Air_T,Air_humidity,Soil_T,Soil_h,Soil_pH,Average_densiometer_per_landcovertype,Elevation,Tree_species,Tree_n_per_plot,Stems per ha,Cumulative_Basal_Area_Hectare,Average_DBH,Cumulative_AGB_Plot_Ha,Average_Height_Plot,Native,Exotic,Fungi_ASV_number,Bacteria_ASV_number,k__Fungi|p__Ascomycota,k__Fungi|p__Basidiomycota,k__Fungi|p__,k__Fungi|p__Rozellomycota,k__Fungi|p__Glomeromycota,k__Fungi|p__Mucoromycota,k__Fungi|p__Mortierellomycota,k__Fungi|p__Chytridiomycota,k__Fungi|p__Kickxellomycota,k__Fungi|p__Calcarisporiellomycota,k__Fungi|p__Blastocladiomycota,k__Fungi|p__Zoopagomycota,k__Fungi|p__Aphelidiomycota,k__Bacteria|p__Acidobacteriota,k__Bacteria|p__Pseudomonadota,k__Bacteria|p__Verrucomicrobiota,k__Bacteria|p__Planctomycetota,k__Bacteria|p__Actinomycetota,k__Bacteria|p__Chloroflexota,k__Bacteria|p__Myxococcota,k__Bacteria|p__Bacteroidota,k__Bacteria|p__Bacillota,k__Bacteria|p__Gemmatimonadota,k__Bacteria|p__Thermodesulfobacteriota,k__Bacteria|p__Candidatus Eremiobacterota,k__Bacteria|p__Methylomirabilota,k__Bacteria|p__Cyanobacteriota,k__Bacteria|p__RCP2-54,k__Bacteria|p__Dependentiae,k__Bacteria|p__Patescibacteria,k__Bacteria|p__,k__Bacteria|p__Bdellovibrionota,k__Bacteria|p__Latescibacterota,k__Bacteria|p__Chlamydiota,k__Bacteria|p__Nitrospirota,k__Bacteria|p__Elusimicrobiota,k__Bacteria|p__Armatimonadota,k__Bacteria|p__MBNT15,k__Bacteria|p__NB1-j,k__Bacteria|p__Entotheonellaeota,k__Bacteria|p__GAL15,k__Bacteria|p__FCPU426,k__Bacteria|p__Candidatus Kapabacteria,k__Bacteria|p__SAR324 clade(Marine group B),k__Bacteria|p__Nitrospinota,k__Bacteria|p__Sumerlaeota,k__Bacteria|p__Fibrobacterota,k__Bacteria|p__Candidatus Kryptonia,k__Bacteria|p__Spirochaetota,k__Bacteria|p__Abditibacteriota,k__Bacteria|p__WS2,k__Bacteria|p__Hydrogenedentes,k__Bacteria|p__Margulisbacteria,k__Bacteria|p__WS4,k__Bacteria|p__Calditrichota,k__Bacteria|p__Marinimicrobia (SAR406 clade),k__Bacteria|p__Chlorobiota,k__Bacteria|p__Dadabacteria,k__Bacteria|p__Deferrisomatota,k__Bacteria|p__Zixibacteria,k__Bacteria|p__Cloacimonadota,k__Bacteria|p__Rs-K70 termite group,k__Bacteria|p__Deinococcota,k__Bacteria|p__Synergistota,Pathotroph,Saprotroph,Symbiotroph,Bryophyte Parasite,Dung Saprotroph,Ectomycorrhizal,Fungal Parasite,Leaf Saprotroph,Plant Parasite,Wood Saprotroph,Animal Pathogen,Endophyte,Plant Pathogen,Lichen Parasite,Litter Saprotroph,Soil Saprotroph,Plant Saprotroph,Epiphyte,Lichenized,Arbuscular Mycorrhizal,Endomycorrhizal,Ericoid Mycorrhizal,Orchid Mycorrhizal,Root Associated Biotroph,Clavicipitaceous Endophyte,Animal Endosymbiont,methanotrophy,methanol_oxidation,methylotrophy,aerobic_ammonia_oxidation,aerobic_nitrite_oxidation,nitrification,sulfate_respiration,sulfur_respiration,respiration_of_sulfur_compounds,anammox,nitrate_denitrification,nitrite_denitrification,denitrification,chitinolysis,dark_hydrogen_oxidation,nitrogen_fixation,nitrate_ammonification,nitrite_ammonification,nitrite_respiration,cellulolysis,xylanolysis,dark_sulfide_oxidation,dark_thiosulfate_oxidation,dark_oxidation_of_sulfur_compounds,manganese_oxidation,manganese_respiration,ligninolysis,fermentation,aerobic_chemoheterotrophy,invertebrate_parasites,human_pathogens_septicemia,human_pathogens_pneumonia,human_pathogens_nosocomia,human_pathogens_meningitis,human_pathogens_gastroenteritis,human_pathogens_diarrhea,human_pathogens_all,human_gut,human_associated,mammal_gut,animal_parasites_or_symbionts,oil_bioremediation,aromatic_hydrocarbon_degradation,aromatic_compound_degradation,aliphatic_non_methane_hydrocarbon_degradation,hydrocarbon_degradation,iron_respiration,nitrate_respiration,nitrate_reduction,nitrogen_respiration,fumarate_respiration,intracellular_parasites,chlorate_reducers,predatory_or_exoparasitic,chloroplasts,photosynthetic_cyanobacteria,anoxygenic_photoautotrophy_S_oxidizing,anoxygenic_photoautotrophy,oxygenic_photoautotrophy,photoautotrophy,aerobic_anoxygenic_phototrophy,photoheterotrophy,phototrophy,plastic_degradation,ureolysis,reductive_acetogenesis,chemoheterotrophy,anaerobic_chemoheterotrophy
R2NB,24_R,1,HIDED,HIDED,6.751138987,0.469,11.51,14.39,5865.46,27.4,87.7,26,59,5.266666667,92.46,472,16,41,2800,93121.8105,9.848780488,31.09435243,7.35,38,3,519,3036,0.563883401,0.277587389,0.12885538,0.008829577,0.017094706,0.001249849,0.001249849,0.000564448,0.000685401,0,0,0,0,0.217056483,0.322435659,0.123930033,0.100283416,0.031891443,0.022043457,0.041939824,0.061693052,0.001402765,0.017663394,0.00644127,0.000143139,0.009847986,0.003320832,0.004580459,0.000372162,0.007128339,0.00334946,0.004065157,0.004838109,0.00120237,0.000744325,0.001574533,0.000887464,0.003063182,0.002290229,0.001402765,0,0.000171767,0.000715697,0.001030603,0,0.000629813,0.001116487,0,0.000257651,5.73E-05,0.000114511,0.000314907,0,0,0,0,0,0,0,0,0,0,0,0,24.53,53.01,8.07,8.24,1.41,1.77,12.94,2.04,1.04,11.06,12.2,1.16,3.03,0.45,7.79,2.82,0.06,0,3.02,1.71,0.04,0,0.27,0,0,0,0,0,0,0.05,0,0.05,0.64,0,0.64,0,0,0,0,0,5.91,0.01,0,0,0,0.12,0.04,0,0.04,0.04,0.04,0,0.04,0.63,22.36,0.03,0,0.01,0.01,0,0,0,0.13,0,0.13,0,0.4,0,0.04,0.18,0,0.04,0.01,0.13,1.35,0.13,0,0.35,0,0.15,0.18,0.18,0,0,0.18,0.18,0,0,0.18,0.04,0.09,0,31.38,9.03
R2NC,24_R,1,HIDED,HIDED,6.989653463,0.513,14.48,13.63,4827.11,27.6,90.3,26.33333333,71,5.533333333,92.46,471,16,41,2800,93121.8105,9.848780488,31.09435243,7.35,38,3,304,3737,0.48631214,0.369310164,0.122243277,0.00245938,0.011127686,0,0.006894327,0.000443495,0.001128896,0,0,8.06E-05,0,0.236849637,0.297865033,0.117079732,0.10239826,0.023782268,0.020033198,0.039121974,0.067025356,0.00274741,0.021406903,0.007412283,5.72E-05,0.015854845,0.002461221,0.005380345,0.000629615,0.003062217,0.005351726,0.005838246,0.002919123,0.001144754,0.001230611,0.001860226,0.000429283,0.005380345,0.002547078,0.003434262,0,0,0.000600996,0.001917463,0,0.000343426,0.001230611,0.001144754,0.001144754,0,8.59E-05,0,0,0,0,0,8.59E-05,0,0.000114475,2.86E-05,0,0,0,0,48.12,55.28,36.41,34.02,33.56,33.53,45.96,33.5,33.5,36.33,13.3,1.36,1.51,0.36,1.19,1.04,0.36,0.04,0.21,1.11,0,0,0.21,0,0,0,0,0,0,0.12,0,0.12,0.74,0,0.74,0,0.01,0.01,0.01,0.1,5.94,0.05,0,0,0.01,0.13,0.03,0,0.24,0.24,0.23,0,0.23,0.52,19.64,0.05,0.01,0.01,0,0,0,0,0.2,0,0.2,0,0.51,0.03,0.24,0.42,0,0.24,0.02,0.14,1.21,0.14,0,0.27,0,0.17,0.1,0.1,0,0,0.1,0.1,0,0.02,0.12,0.24,0.14,0,30.65,11.01
R2ND,24_R,1,HIDED,HIDED,5.882461585,0.371,14.46,15.86,4068.09,28.5,88.1,26,44.33333333,6.133333333,92.46,457,16,41,2800,93121.8105,9.848780488,31.09435243,7.35,38,3,462,2578,0.434261984,0.458976737,0.068983591,0.015361045,0.01140991,0.003265734,0.007337822,0.000403177,0,0,0,0,0,0.261528779,0.280209406,0.164320861,0.084849525,0.032955716,0.021569974,0.030895984,0.044284243,0.002202769,0.012472823,0.010670557,0.001745051,0.011099668,0.004176679,0.003118206,0.000600755,0.002689095,0.002546058,0.003461494,0.007924248,0.000915437,0.000228859,0.002374414,0.001487584,0.006465271,0.002345806,0.000400503,0,0.000200252,0.000257467,0.000343289,0,0.000371896,0.000143037,0.000572148,0.000228859,0.00011443,0.000143037,8.58E-05,0,0,0,0,0,0,0,0,0,0,0,0,29.77,62.75,25.44,13.82,16.94,16.72,27.3,13.74,13.74,26.59,12.02,3.21,2.22,0.33,2.06,2.93,0.44,0,3.6,1.14,0,0,0.76,0,0.12,0,0,0.02,0.02,0.02,0,0.02,1.07,0.01,1.07,0,0,0,0,0.07,6.64,0.03,0.09,0.09,0.09,0.25,0.1,0,0.11,0.11,0.02,0.01,0.02,0.68,22.02,0.05,0,0.05,0.09,0,0,0,0.34,0,0.34,0,1.05,0.09,0.02,0.16,0,0.02,0.04,0.32,1.34,0.32,0,0.31,0,0.19,0.23,0.23,0,0,0.23,0.23,0,0.04,0.27,0.02,0.07,0,31,8.98
R3SA,24_R,0,HIDED,HIDED,7.068222052,0.495,13.66,14.28,5174.39,30,73.2,27.33333333,51,6.066666667,92.46,312,13,19,1800,208159.6601,15.465,144.8193776,17.94,12,7,205,1750,0.441115994,0.17784139,0.251905011,0.108051445,0.003749546,0.011208322,0.002580333,0.003547958,0,0,0,0,0,0.334802519,0.229536348,0.189009731,0.074957069,0.023983973,0.041900401,0.014567831,0.009158558,0.001574127,0.010532341,0.006182026,0.026073268,0.002003434,0.000858615,0.006783057,0.003577562,0.002261019,0.003062393,0.001545507,0.001631368,0.001287922,0.00758443,0.001688609,0.001001717,0.000629651,0,0.00057241,0.002032055,0,0.000515169,0.000257584,0,5.72E-05,0,0,0.000228964,0.000143102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.06,29.42,13.9,1.03,3.11,2.55,4.72,1.03,1.03,8.73,3.18,5.75,8,0.48,0.26,1.74,0.88,2.89,0.17,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0.62,0,0,0,0,0.23,7.46,0.08,0,0,0,0.59,0.09,0,0,0,0,0,0,0.27,20.02,0.07,0,0.04,0,0,0,0,0.53,0,0.53,0,3.01,0,0.08,0.32,0,0.08,0.62,0.03,0.36,0.03,0,0.3,0,0.03,0.01,0.01,0,0,0.01,0.01,0,0,0.01,0.08,0.09,0,25.07,5.05
R3SB,24_R,0,HIDED,HIDED,6.307212603,0.374,12.36,16.86,5102.92,30,72.9,27,36.33333333,6.566666667,92.46,320,13,19,1800,208159.6601,15.465,144.8193776,17.94,12,7,103,1386,0.617223723,0.291416361,0.03475386,0.005765432,0.004676854,0.008184494,0.034270048,0.001290167,0.002419062,0,0,0,0,0.359766564,0.209720792,0.183802495,0.080701453,0.064538277,0.039192127,0.008353359,0.004462753,0.004434146,0.005177938,0.005206545,0.016334821,0.002031125,0.001373155,0.005578441,0.001287333,8.58E-05,0.000457718,0.000514933,0.000200252,0.001344547,0.002288591,0.000915437,0.000371896,0.00011443,0,0,0.001687836,5.72E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.61,46.19,28.46,1.61,2.24,12.07,4.24,2.57,1.61,18.97,11.32,15.67,5.75,0.9,3.67,11.63,6.4,0,0,0.47,0,0.25,0,0,0,0,0.01,0,0.01,0,0,0,0.52,0,0.52,0,0.03,0.03,0.03,0,6.65,0.14,0,0,0.03,2.54,0.05,0,0,0,0,0,0,0.08,20.81,0.11,0,0.15,0,0,0,0,0.39,0,0.39,0,5.12,0,0.15,0.15,0,0.16,1.04,0.03,0.46,0.03,0,0.26,0,0.08,0.03,0.03,0,0,0.03,0.03,0,0.01,0.03,0.15,0.13,0,24.4,3.6
R3SC,24_R,0,HIDED,HIDED,12.25427453,0.563,19.71,21.77,6217.29,23.3,73.8,26,80.33333333,5.033333333,92.46,320,13,19,1800,208159.6601,15.465,144.8193776,17.94,12,7,376,2727,0.504374471,0.353424989,0.105995243,0.02229569,0.00685401,0.004717171,0.001249849,0.001088578,0,0,0,0,0,0.253669423,0.310835169,0.124288289,0.097279048,0.046951446,0.028382593,0.028010643,0.028783154,0.001258905,0.016422992,0.009527624,0.002460588,0.010271523,0.006666476,0.004148665,0.001430574,0.002517811,0.002660868,0.004463392,0.005235902,0.001058625,0.002002804,0.001115848,0.000858345,0.002775314,0.00288976,0.001058625,0,5.72E-05,0.000686676,0.000457784,0,0.000486395,0.00057223,0.000228892,0,0,0.000314726,0.000114446,0,0,0,0,0,0,0,5.72E-05,0,0,0,0,18.68,31.68,14.46,8.98,8.54,11.02,12.18,7.52,7.43,15.1,2.29,2.18,4.46,0.13,2.14,3.62,0.52,0.48,0.74,0.69,0,0,0.34,0,0.04,0,0.01,0,0.01,0,0,0,0.95,0,0.95,0,0,0,0,0,8.22,0,0,0,0,0.25,0.06,0,0.05,0.05,0.05,0,0.05,0.54,22.85,0,0,0,0,0,0,0,0.11,0,0.11,0,0.61,0,0.05,0.19,0,0.05,0.03,0.04,1.11,0.04,0,0.21,0,0.09,0.35,0.35,0,0,0.35,0.35,0,0,0.35,0.05,0.14,0,30.53,7.68
R3SD,24_R,0,HIDED,HIDED,4.996338848,0.311,6.82,16.07,7326.01,28.6,75.4,25.66666667,68.33333333,5.933333333,92.46,320,13,19,1800,208159.6601,15.465,144.8193776,17.94,12,7,214,1925,0.505825908,0.302745636,0.117364835,0.045438052,0.008910212,0.007095916,0.004434947,0.007216869,0.000967625,0,0,0,0,0.29332799,0.285313564,0.132867733,0.079342817,0.050347769,0.046626785,0.02212554,0.00718436,0.000944557,0.012651344,0.011420557,0.014769442,0.010161147,0.000887311,0.005810459,0.002032229,0.001602885,0.004608295,0.002060852,0.002318459,0.001288033,0.001889115,0.001774623,0.001059049,0.001059049,0.000572459,0.001402525,0.002576065,0.001202164,0.000543836,0,0,0,0,2.86E-05,0.000200361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.44,37.76,18.18,11.52,11.97,12.07,15.72,14.63,11.52,19.41,3.7,4.04,8.38,1.97,0.9,2.58,0.15,0.21,0.57,0.89,0,0,0.39,0,0,0,0,0,0,0,0,0,1.14,0,1.14,0,0,0,0,0,9.58,0,0,0,0,0.94,0.03,0,0.02,0.02,0.07,0,0.02,0.23,22.82,0,0,0,0,0,0,0,0.13,0,0.13,0,1.53,0,0.02,0.02,0,0.02,0.14,0.01,0.62,0.01,0,0.29,0,0.04,0,0,0,0,0,0,0,0,0,0.02,0.14,0,28.1,5.29
R4NA,24_R,1,HIDED,HIDED,6.927292873,0.48,13.52,14.43,5123.74,29.4,77.1,26.33333333,36.33333333,6.366666667,92.46,327,19,41,2800,174017.3135,12.43414634,105.6687609,10.43333333,37,4,228,1702,0.46962061,0.463250413,0.039229126,0.007458775,0.015844857,0.001653026,0.001169213,0.001532073,0.000241906,0,0,0,0,0.235038334,0.273200595,0.176250143,0.099124614,0.053667468,0.031782813,0.031124843,0.034214441,0.001087081,0.01853759,0.006493878,0.00011443,0.007323492,0.003118206,0.005893123,0.003261243,0.004005035,0.002660487,0.00263188,0.002689095,0.000915437,0,0.000743792,0.000457718,0.000858222,0.002403021,0.001029866,0.000228859,0,0.000257467,0.000457718,0,0.000429111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.56,62.72,18.25,6.76,7.5,12.33,22.68,6.66,6.66,14.66,13.44,3.95,3.04,0.03,0.21,5.27,1.09,0.58,0.58,1.58,0.24,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0.65,0,0,0,0,0,7.19,0,0.03,0.03,0.03,0.06,0.03,0,0.03,0.03,0,0,0,0.25,20.96,0,0,0,0.03,0,0,0,0.04,0,0.04,0,1.08,0,0,0.07,0,0,0,0.07,0.68,0.07,0,0.47,0,0.12,0.13,0.13,0,0,0.13,0.13,0,0,0.13,0,0.11,0,30.59,9.63
R4NB,24_R,1,HIDED,HIDED,6.454464615,0.374,15.83,17.26,4077.36,29,77.2,26,73.33333333,5.433333333,92.46,345,19,41,2800,174017.3135,12.43414634,105.6687609,10.43333333,37,4,303,1822,0.48385276,0.447244285,0.05390477,0.005604161,0.004233359,0.002298109,0.002217474,0.000241906,0.000403177,0,0,0,0,0.325341878,0.267751903,0.160754134,0.090089832,0.037506437,0.022458088,0.019253877,0.018738914,0.004520227,0.007838874,0.006007896,0.01238771,0.003461693,0.006866167,0.005407106,0.001258797,0.000514963,0.001659324,0.001230188,0.001859587,0.00145906,0,0.00060079,0.000171654,0.000343308,0.000228872,0.00028609,0.000915489,0.000257481,0.000457744,8.58E-05,0,2.86E-05,0,0,0.000114436,0,0,0,5.72E-05,0,0,0,0,0,0,0,8.58E-05,0,0,0,19.39,58.1,13.49,1.13,1.77,2.79,17.97,1.13,1.13,7.8,13.69,3.35,2.32,0.22,0.51,1.6,0.37,0,0.48,0.42,0.3,0,4.41,0,0.66,0,0,0,0,0,0,0,0.6,0,0.6,0,0,0,0,0,8.95,0,0,0,0,0.82,0.03,0,0,0,0,0,0,0.17,23.53,0.07,0,0,0,0,0,0,0.29,0,0.29,0,3.48,0,0,0,0,0,0.17,0.11,0.62,0.11,0,0.2,0,0.06,0.65,0.65,0,0,0.65,0.65,0,0,0.65,0,0.06,0,28.38,4.85
R4NC,24_R,1,HIDED,HIDED,4.784727448,0.249,4.99,19.22,9588.63,28.2,78.7,25.66666667,65.33333333,5.1,92.46,345,19,41,2800,174017.3135,12.43414634,105.6687609,10.43333333,37,4,336,1644,0.570656775,0.364875217,0.025198565,0.007579728,0.00947466,0.011047051,0.010119744,0.000483812,0.000564448,0,0,0,0,0.303495823,0.25866804,0.175935462,0.097751459,0.038791624,0.048947248,0.012816112,0.004548575,0.006064767,0.004977686,0.007294885,0.008267536,0.008582218,0.000829614,0.007809818,0.000915437,0.00065797,0.002202769,0.001230118,0.002774917,0.001602014,0,0.000457718,0.000801007,0.00054354,0.001401762,0.001373155,0.000944044,0,0.00011443,8.58E-05,0,0,0,0.00011443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.51,53.63,10.59,3.15,3.58,3.89,24.93,2.94,2.94,6.76,21.52,1.95,1.47,0.14,1.51,2.43,0.37,0,2.45,0.95,0.3,0.98,0.15,0,0.03,0,0,0.01,0.01,0,0,0,0.73,0,0.73,0,0,0,0,0,8.17,0.03,0,0,0,0.69,0.02,0,0,0,0,0,0,0.15,21.93,0,0,0,0,0,0,0,0.2,0,0.2,0,3.58,0,0,0,0,0,0.37,0,0.65,0,0,0.27,0,0.01,0.01,0.01,0,0,0.01,0.01,0,0,0.01,0,0.15,0,26.09,4.16
R4ND,24_R,1,HIDED,HIDED,5.629477087,0.385,8.26,14.62,6815.35,28.9,76.2,25.33333333,71.66666667,5.533333333,92.46,335,19,41,2800,174017.3135,12.43414634,105.6687609,10.43333333,37,4,270,1249,0.657783333,0.243317341,0.092771036,0.000927307,0.002862557,0.000241906,0.001532073,0,0.000564448,0,0,0,0,0.271055041,0.252946561,0.181599725,0.102071175,0.036588855,0.037590113,0.021426937,0.003804783,0.010012587,0.012272571,0.010727772,0.002059732,0.026862341,0.003060991,0.005978945,0.003747568,0.000143037,0.001916695,0.000715185,0.003804783,0.001001259,0,0.000314681,0.000600755,0.003490102,0.00185948,0.003490102,0.000572148,0,0,8.58E-05,0,0,0,0.000200252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.63,52.68,24.18,4.91,5.35,17.11,29.54,4.91,4.91,8.98,13.22,4.91,2.14,0.64,0.15,12.6,0.48,0.3,0.03,0.29,0.01,1.33,0.32,0,0,0,0,0,0,0,0,0,1.07,0,1.07,0,0,0,0,0,8.94,0,0,0,0,0.46,0.01,0,0,0,0,0,0,0,20.81,0.23,0,0,0,0,0,0,0.27,0,0.27,0,1.99,0,0,0,0,0,0.07,0,0.69,0,0,0.32,0,0.03,0.2,0.2,0,0,0.2,0.2,0,0,0.2,0,0.01,0,26.57,5.76
